Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#3}, void>(main::{lambda()#3}&&) [851]
[816]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#3}>::_M_init_functor<main::{lambda()#3}>(std::_Any_data&, main::{lambda()#3}&&) [816]
                0.00    0.00       1/3           main::{lambda()#3}&& std::forward<main::{lambda()#3}>(std::remove_reference<main::{lambda()#3}>::type&) [768]
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#3}>::_M_create<main::{lambda()#3}>(std::_Any_data&, main::{lambda()#3}&&, std::integral_constant<bool, true>) [818]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#3}, void>(main::{lambda()#3}&&) [851]
[817]    0.0    0.00    0.00       1         bool std::_Function_base::_Base_manager<main::{lambda()#3}>::_M_not_empty_function<main::{lambda()#3}>(main::{lambda()#3} const&) [817]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#3}>::_M_init_functor<main::{lambda()#3}>(std::_Any_data&, main::{lambda()#3}&&) [816]
[818]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#3}>::_M_create<main::{lambda()#3}>(std::_Any_data&, main::{lambda()#3}&&, std::integral_constant<bool, true>) [818]
                0.00    0.00       1/62          std::_Any_data::_M_access() [571]
                0.00    0.00       1/2403009     operator new(unsigned long, void*) [205]
                0.00    0.00       1/3           main::{lambda()#3}&& std::forward<main::{lambda()#3}>(std::remove_reference<main::{lambda()#3}>::type&) [768]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#4}, void>(main::{lambda()#4}&&) [852]
[819]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#4}>::_M_init_functor<main::{lambda()#4}>(std::_Any_data&, main::{lambda()#4}&&) [819]
                0.00    0.00       1/3           main::{lambda()#4}&& std::forward<main::{lambda()#4}>(std::remove_reference<main::{lambda()#4}>::type&) [769]
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#4}>::_M_create<main::{lambda()#4}>(std::_Any_data&, main::{lambda()#4}&&, std::integral_constant<bool, true>) [821]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#4}, void>(main::{lambda()#4}&&) [852]
[820]    0.0    0.00    0.00       1         bool std::_Function_base::_Base_manager<main::{lambda()#4}>::_M_not_empty_function<main::{lambda()#4}>(main::{lambda()#4} const&) [820]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#4}>::_M_init_functor<main::{lambda()#4}>(std::_Any_data&, main::{lambda()#4}&&) [819]
[821]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#4}>::_M_create<main::{lambda()#4}>(std::_Any_data&, main::{lambda()#4}&&, std::integral_constant<bool, true>) [821]
                0.00    0.00       1/62          std::_Any_data::_M_access() [571]
                0.00    0.00       1/3           main::{lambda()#4}&& std::forward<main::{lambda()#4}>(std::remove_reference<main::{lambda()#4}>::type&) [769]
                0.00    0.00       1/2403009     operator new(unsigned long, void*) [205]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#5}, void>(main::{lambda()#5}&&) [853]
[822]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#5}>::_M_init_functor<main::{lambda()#5}>(std::_Any_data&, main::{lambda()#5}&&) [822]
                0.00    0.00       1/3           main::{lambda()#5}&& std::forward<main::{lambda()#5}>(std::remove_reference<main::{lambda()#5}>::type&) [770]
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#5}>::_M_create<main::{lambda()#5}>(std::_Any_data&, main::{lambda()#5}&&, std::integral_constant<bool, true>) [824]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#5}, void>(main::{lambda()#5}&&) [853]
[823]    0.0    0.00    0.00       1         bool std::_Function_base::_Base_manager<main::{lambda()#5}>::_M_not_empty_function<main::{lambda()#5}>(main::{lambda()#5} const&) [823]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#5}>::_M_init_functor<main::{lambda()#5}>(std::_Any_data&, main::{lambda()#5}&&) [822]
[824]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#5}>::_M_create<main::{lambda()#5}>(std::_Any_data&, main::{lambda()#5}&&, std::integral_constant<bool, true>) [824]
                0.00    0.00       1/62          std::_Any_data::_M_access() [571]
                0.00    0.00       1/2403009     operator new(unsigned long, void*) [205]
                0.00    0.00       1/3           main::{lambda()#5}&& std::forward<main::{lambda()#5}>(std::remove_reference<main::{lambda()#5}>::type&) [770]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#6}, void>(main::{lambda()#6}&&) [854]
[825]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#6}>::_M_init_functor<main::{lambda()#6}>(std::_Any_data&, main::{lambda()#6}&&) [825]
                0.00    0.00       1/3           main::{lambda()#6}&& std::forward<main::{lambda()#6}>(std::remove_reference<main::{lambda()#6}>::type&) [771]
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#6}>::_M_create<main::{lambda()#6}>(std::_Any_data&, main::{lambda()#6}&&, std::integral_constant<bool, true>) [827]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#6}, void>(main::{lambda()#6}&&) [854]
[826]    0.0    0.00    0.00       1         bool std::_Function_base::_Base_manager<main::{lambda()#6}>::_M_not_empty_function<main::{lambda()#6}>(main::{lambda()#6} const&) [826]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#6}>::_M_init_functor<main::{lambda()#6}>(std::_Any_data&, main::{lambda()#6}&&) [825]
[827]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#6}>::_M_create<main::{lambda()#6}>(std::_Any_data&, main::{lambda()#6}&&, std::integral_constant<bool, true>) [827]
                0.00    0.00       1/62          std::_Any_data::_M_access() [571]
                0.00    0.00       1/3           main::{lambda()#6}&& std::forward<main::{lambda()#6}>(std::remove_reference<main::{lambda()#6}>::type&) [771]
                0.00    0.00       1/2403009     operator new(unsigned long, void*) [205]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#7}, void>(main::{lambda()#7}&&) [855]
[828]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#7}>::_M_init_functor<main::{lambda()#7}>(std::_Any_data&, main::{lambda()#7}&&) [828]
                0.00    0.00       1/3           main::{lambda()#7}&& std::forward<main::{lambda()#7}>(std::remove_reference<main::{lambda()#7}>::type&) [772]
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#7}>::_M_create<main::{lambda()#7}>(std::_Any_data&, main::{lambda()#7}&&, std::integral_constant<bool, true>) [830]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#7}, void>(main::{lambda()#7}&&) [855]
[829]    0.0    0.00    0.00       1         bool std::_Function_base::_Base_manager<main::{lambda()#7}>::_M_not_empty_function<main::{lambda()#7}>(main::{lambda()#7} const&) [829]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#7}>::_M_init_functor<main::{lambda()#7}>(std::_Any_data&, main::{lambda()#7}&&) [828]
[830]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#7}>::_M_create<main::{lambda()#7}>(std::_Any_data&, main::{lambda()#7}&&, std::integral_constant<bool, true>) [830]
                0.00    0.00       1/62          std::_Any_data::_M_access() [571]
                0.00    0.00       1/2403009     operator new(unsigned long, void*) [205]
                0.00    0.00       1/3           main::{lambda()#7}&& std::forward<main::{lambda()#7}>(std::remove_reference<main::{lambda()#7}>::type&) [772]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#8}, void>(main::{lambda()#8}&&) [856]
[831]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#8}>::_M_init_functor<main::{lambda()#8}>(std::_Any_data&, main::{lambda()#8}&&) [831]
                0.00    0.00       1/3           main::{lambda()#8}&& std::forward<main::{lambda()#8}>(std::remove_reference<main::{lambda()#8}>::type&) [773]
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#8}>::_M_create<main::{lambda()#8}>(std::_Any_data&, main::{lambda()#8}&&, std::integral_constant<bool, true>) [833]
-----------------------------------------------
                0.00    0.00       1/1           std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > ()>::function<main::{lambda()#8}, void>(main::{lambda()#8}&&) [856]
[832]    0.0    0.00    0.00       1         bool std::_Function_base::_Base_manager<main::{lambda()#8}>::_M_not_empty_function<main::{lambda()#8}>(main::{lambda()#8} const&) [832]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Function_base::_Base_manager<main::{lambda()#8}>::_M_init_functor<main::{lambda()#8}>(std::_Any_data&, main::{lambda()#8}&&) [831]
[833]    0.0    0.00    0.00       1         void std::_Function_base::_Base_manager<main::{lambda()#8}>::_M_create<main::{lambda()#8}>(std::_Any_data&, main::{lambda()#8}&&, std::integral_constant<bool, true>) [833]
                0.00    0.00       1/62          std::_Any_data::_M_access() [571]
                0.00    0.00       1/3           main::{lambda()#8}&& std::forward<main::{lambda()#8}>(std::remove_reference<main::{lambda()#8}>::type&) [773]
                0.00    0.00       1/2403009     operator new(unsigned long, void*) [205]
-----------------------------------------------
